trial_number,val_bpb,state,duration_seconds,learning_rate,batch_size,gradient_accumulation_steps,warmup_ratio,weight_decay,lora_r,lora_alpha_multiplier,lora_dropout
39,0.7465853213589423,PRUNED,829.623836,4.637461737884323e-05,4,1,0.16414507071444442,0.000728021758720466,16,2,0.18472569742460676
40,0.7894218301696254,PRUNED,2352.29798,5.75773738922071e-05,8,8,0.10040277999763636,9.252945328413933e-05,8,4,0.07833788228617695
41,0.757502363429864,COMPLETE,1649.557314,2.3152648280947883e-05,2,16,0.19387109115332013,0.0002088515274726673,8,2,0.12844456701860404
42,0.7477933697281959,PRUNED,192.683731,4.174046752401752e-05,2,1,0.15516585950858172,0.005800620126352023,16,2,0.12042256122104783
43,0.8034005605383729,COMPLETE,1631.648674,0.00042352848199377795,2,16,0.10297636608977151,0.0006269833912218348,16,2,0.09655441034964679
44,0.7510757071482838,PRUNED,653.675732,6.110085023974059e-05,2,4,0.1001361732500511,0.005611442084830351,8,2,0.1121588390386911
45,0.7685209367550284,COMPLETE,1628.714812,9.783927650764024e-05,2,16,0.16046019517434099,0.0008398853824512295,64,2,0.1435363895805099
46,0.832790930771364,PRUNED,1430.189231,0.00025284172300758275,4,8,0.013117447471663081,0.002214539623377959,16,2,0.14291972476018272
47,0.7950965328084344,COMPLETE,1702.721371,0.0004739992320471018,2,16,0.10364913955386143,5.695719515106566e-05,8,2,0.14276931391754924
48,0.7480175977705632,PRUNED,217.915888,0.00018336564666006128,4,1,0.06569431803569689,0.004587824160837545,16,2,0.14891998876682253
49,0.7585452590374931,PRUNED,199.77692,4.137022768111708e-06,2,1,0.13261552567663937,1.0463335599142066e-05,8,4,0.09988720828242034
