trial_number,val_bpb,state,duration_seconds,learning_rate,batch_size,gradient_accumulation_steps,warmup_ratio,weight_decay,lora_r,lora_alpha_multiplier,lora_dropout
23,0.8235603263711587,PRUNED,186.747276,5.254773210375681e-05,4,8,0.1922507999532308,1.1386081631808192e-05,8,4,0.09537413341146066
24,0.8118612149382574,PRUNED,171.352817,1.083785506152814e-06,8,4,0.15845692200007616,2.6647060571958325e-05,64,2,0.047652691831198524
25,0.8106388483367002,PRUNED,52.793392,1.0774022312574571e-06,2,2,0.04890527751742918,3.448133620312678e-05,64,2,0.019491230663408934
26,0.7888498090317327,PRUNED,48.15362,3.876471765885084e-05,2,1,0.030807224734466503,0.0016061935743493308,16,2,0.18135051940363653
27,0.836450838302245,PRUNED,321.012221,2.7419777332427057e-05,8,8,0.08063543291825566,0.00013749552049523804,8,4,0.1476404853278191
28,0.8080127744235435,PRUNED,51.975297,9.968352353965619e-06,2,2,0.12771068458638896,1.2540759164179054e-05,16,2,0.06638706949648751
29,0.8111795518851318,PRUNED,35.498014,2.2061108925232706e-05,2,1,0.16047934943631378,1.2221801392213744e-05,8,1,0.14017983927544905
30,0.7801896975775873,PRUNED,112.313544,0.0002900518761986332,4,1,0.06893279140401948,0.004998435582626634,16,2,0.1754917197660276
31,0.868375841459927,COMPLETE,397.447805,0.00023009872192800908,8,16,0.09498007550412219,0.0004512132251849339,16,2,0.16604786052575965
32,0.8064781424708409,PRUNED,93.767376,0.00021862718370698145,8,2,0.08826853444105202,0.0003758991191168751,64,4,0.18118440776095607
33,0.7915164674408386,PRUNED,47.803429,3.8891879158412836e-05,2,1,0.17911703444209442,3.908371361665637e-05,8,4,0.02680440389170473
34,0.8531178478528082,COMPLETE,397.515909,8.20349558287907e-05,8,16,0.08114427356962603,0.0002712267567915263,16,1,0.19985942937891019
35,0.8385339977443304,COMPLETE,394.943654,6.749016850691177e-05,8,16,0.12946308607310325,4.7641252406257936e-05,32,1,0.17840500759928768
36,0.8546511205056572,COMPLETE,394.865102,6.32434283811094e-05,8,16,0.11846539982916618,4.866454216489674e-05,32,4,0.13421931645984977
37,0.8177749934520301,COMPLETE,180.18543,4.952438977167407e-05,2,16,0.13000360158541094,0.00010624398204609015,64,1,0.1837997214664095
38,0.8292420986628882,COMPLETE,178.29307,0.0002949287592052789,2,16,0.09604157597349401,0.00023827382181621428,8,1,0.18756414089010237
39,0.8283680260012367,COMPLETE,179.970466,7.718988308677448e-05,2,16,0.08667519380767248,0.00026295870549234167,64,1,0.1730552742947351
40,0.8127430445099054,COMPLETE,179.363743,2.341093350440509e-06,2,16,0.1514174607040589,4.010908898797666e-05,64,1,0.1828984195018281
41,0.8130573603489463,COMPLETE,177.756098,1.5467392596341504e-06,2,16,0.19234526339963806,4.065024637877849e-05,16,1,0.17014877410337856
42,0.8130980844011454,COMPLETE,177.800921,1.082733867513174e-06,2,16,0.19148200398445434,0.0004142593199253631,16,1,0.13604990944654785
43,0.8128772448768476,COMPLETE,179.460317,1.8715836178249959e-06,2,16,0.1603630451381684,4.236683136450339e-05,64,1,0.15864882224117094
44,0.8125503129330229,PRUNED,50.408061,1.5544458149019582e-06,2,2,0.13661220470342933,2.1937031467559512e-05,64,1,0.16228065672103353
45,0.8122545185159956,COMPLETE,182.202495,2.2260161155306044e-06,2,16,0.14481972601957155,1.5477038558671848e-05,64,2,0.16302205762843694
46,0.8126590393394124,COMPLETE,179.672272,1.6765485361280924e-06,2,16,0.17646516538120852,2.2932881784186257e-05,64,2,0.16831982193757944
47,0.8084490975889651,PRUNED,33.975659,5.928420050271459e-06,2,1,0.15892407442305231,0.0001961127995666094,64,2,0.12985455953668604
48,0.8127545419669525,COMPLETE,229.586576,4.748415024428947e-06,4,16,0.16065629338115203,4.351227192422455e-05,16,2,0.17590111465317176
49,0.8081486945190796,PRUNED,82.252719,2.977139490704547e-06,2,4,0.11777380492626724,4.858830808407e-05,64,2,0.1906959238072596
