trial_number,val_bpb,state,duration_seconds,learning_rate,batch_size,gradient_accumulation_steps,warmup_ratio,weight_decay,lora_r,lora_alpha_multiplier,lora_dropout
30,0.8938066707060532,PRUNED,51.080159,0.0008615407864467162,4,1,0.018557464224626355,0.0023043707585197687,16,2,0.10195159257702592
31,0.8932377497718661,PRUNED,50.162391,0.00010250668872743526,4,1,0.06292911225056001,0.0011214717674055616,8,2,0.17782713163352987
32,0.9161655923629805,PRUNED,36.568592,0.0001286583617973982,4,1,0.10590347427007643,0.08377764286310975,8,1,0.06921659185327783
33,0.8859415950877869,PRUNED,49.836225,0.0002637240406384964,4,1,0.020302834350988334,0.0014914955977086274,32,2,0.1384019219913142
34,1.1736968880464882,PRUNED,105.993758,3.324272190770854e-06,2,8,0.08689964028353929,2.4720180854514975e-05,16,4,0.01178840183630106
35,0.8680493548392583,COMPLETE,114.703762,0.0002136101082946599,2,1,0.043971598566021085,0.044337447520085574,8,2,0.04547227095294651
36,0.9097393848080331,PRUNED,61.798312,0.00021717992689600492,2,4,0.11008500101407681,0.04235162395040802,8,2,0.028804195473269883
37,0.8593529021555203,COMPLETE,115.714157,0.0001390934066513988,2,1,0.050318248402247294,0.03318223647929417,64,2,0.07457950173239117
38,0.9523074308985541,COMPLETE,123.628568,9.994819501939198e-05,2,16,0.0381851958944372,0.05452626404386066,8,2,0.05219019254673253
39,0.8664655227091127,COMPLETE,113.272886,6.601113544373497e-05,2,1,0.05006170866262867,0.017028424628771053,64,2,0.06075738289182703
40,0.9064110904073831,PRUNED,32.82284,2.155416267309695e-05,2,1,0.020602557179449216,0.049714830366251114,64,2,0.10179519786278599
41,0.8955300957110245,PRUNED,42.075205,0.0004537309045166579,2,1,0.0562648309055505,0.004701202401931233,64,2,0.05078099512633409
42,0.8725379289984337,PRUNED,68.594457,0.00011767364196655569,2,1,0.03725426051789764,0.040910162753190385,8,4,0.06969698507766423
43,0.9102950015518618,PRUNED,63.660309,5.7466021137963946e-05,2,4,0.06675958665632692,0.014158896766575352,64,1,0.06256095405399768
44,0.8654533220995524,COMPLETE,115.130237,0.00029213055280775854,2,1,0.029918094010805023,0.09679320688902335,8,2,0.03379208672566509
45,0.911739157118408,PRUNED,47.730136,7.26562972717055e-05,8,1,0.058409433980233044,0.05435819405773516,16,2,0.024745485546342257
46,0.9093201342718592,PRUNED,43.676604,2.3459889295954266e-05,2,2,0.0854854269562795,0.003953614446848646,64,2,0.06190787655820948
47,0.8631142592270659,COMPLETE,113.845744,0.00037295319826131945,2,1,0.016700825015217927,0.0128846708062941,8,2,0.05122397592262958
48,0.9664946563802054,PRUNED,125.963438,0.000655707408064643,8,4,0.047308951327137236,0.00035411307975912273,32,2,0.06882985629512382
49,0.8607187657117611,COMPLETE,113.968076,0.0002063634253946517,2,1,0.019555578959533543,0.043180091471505824,32,2,0.08609054784315404
