trial_number,val_bpb,state,duration_seconds,learning_rate,batch_size,gradient_accumulation_steps,warmup_ratio,weight_decay,lora_r,lora_alpha_multiplier,lora_dropout
16,0.7462925458913874,COMPLETE,486.175397,6.243440513847079e-06,2,16,0.184077368730182,0.00017283852895008718,64,4,0.16135445528918133
17,0.7434178634508123,PRUNED,615.602099,1.4360147207703304e-05,8,4,0.11360258486655725,2.2781747497450447e-05,32,4,0.1681619972723477
18,0.7419790031618329,PRUNED,667.352718,1.2688839435330045e-05,4,8,0.1821345623821429,7.779912298797434e-05,16,4,0.1789362474327243
19,2.436439939098697,PRUNED,323.151508,0.0008695154496336375,8,2,0.08419613668953788,0.0002833505210478877,16,2,0.17271040139367014
20,0.8452509526150419,PRUNED,342.788249,0.0005138314847851758,4,4,0.10241228117625678,0.008159224793847722,16,2,0.10660076886819254
21,0.7485680038547037,PRUNED,399.529095,4.692968042253225e-06,2,8,0.15768788071486253,5.5864465466949854e-05,8,4,0.0880759602440665
22,0.7523043106122427,PRUNED,385.059102,8.673767576116589e-05,2,8,0.08995063581703748,6.59871213318893e-05,8,2,0.061328057575065015
23,0.7469417414812333,COMPLETE,473.09853,6.688552925223127e-05,2,16,0.16763103492114456,2.336284079414381e-05,8,4,0.10937205450229516
24,0.723804062742305,COMPLETE,473.70883,7.555232351885553e-05,2,1,0.19104386880924357,2.8762039921439462e-05,16,4,0.14916524556038532
25,0.7389111080161018,PRUNED,75.296294,2.242840758028655e-05,2,1,0.17513977225989885,3.63578130614737e-05,32,4,0.13782036359287766
26,0.7415940017025365,PRUNED,177.611779,0.0002134566979690626,8,1,0.19229354936462945,3.949751403328125e-05,16,4,0.1433729134555935
27,0.7431578815137008,PRUNED,128.265215,3.373026755559631e-05,2,2,0.1901082536808153,2.1898788819179748e-05,16,4,0.14019960203900006
28,0.7503232424205714,PRUNED,386.151618,0.0001776085623399587,2,8,0.17736190175383953,0.00011004455307487814,16,2,0.18108811797620192
29,0.7398245292547807,PRUNED,184.081409,0.0002471651436032829,4,1,0.09175280250363245,0.0005711391104783308,16,1,0.1873539244746718
30,0.7276497660843678,PRUNED,245.762768,0.00011777175531812759,2,1,0.1869479762764957,1.4051148021453894e-05,16,4,0.18076554301264922
31,0.7338082810581198,PRUNED,367.739572,8.088043431938914e-05,4,1,0.05953851613654799,0.005532582102953998,16,2,0.14655361792558966
32,0.7473744818832639,PRUNED,77.581817,0.0007509053141843477,2,1,0.10251925711758475,0.07107829413100468,16,2,0.14030733824280972
33,0.7480256102192705,PRUNED,386.717215,6.715963639675826e-06,2,8,0.16258383668842116,1.2155078211882691e-05,32,1,0.04331790765307698
34,0.746525617968442,PRUNED,402.428063,3.324272190770854e-06,2,8,0.08689964028353929,2.4720180854514975e-05,16,4,0.01178840183630106
35,0.7460151962545012,PRUNED,210.268766,1.5621005847763278e-05,2,4,0.1987613971515346,5.788637397144125e-05,16,2,0.13775163423129616
36,0.7451107453443924,PRUNED,650.51431,6.45606645277468e-06,4,8,0.09493436956828324,2.2873725821850654e-05,8,4,0.11412671169677992
37,0.7390090161863472,PRUNED,84.801093,6.254208153885386e-05,2,1,0.19307752771936013,0.0002527683721086504,16,1,0.08735926100371946
38,0.7475405607234207,PRUNED,210.293524,6.4588065974747594e-06,2,4,0.19392136585389919,0.00014208004994197706,16,4,0.19613116368478933
39,0.7395351216232099,PRUNED,79.295369,0.00037716672667272423,2,1,0.19140115985040554,0.00010699246324624767,64,4,0.11760124326408919
40,0.7446911323073738,PRUNED,657.226892,2.644420018075038e-05,4,8,0.16756788485905705,7.040415834349287e-05,64,4,0.09032394392279078
41,0.7487318145041125,COMPLETE,499.592915,1.4729732997652146e-06,2,16,0.16509043443080146,0.00013774799994717342,64,4,0.12996912335706626
42,0.7402383237915634,COMPLETE,481.407956,4.572380171080164e-05,2,16,0.1789547573749809,0.0004662210227076271,64,4,0.15830882305033184
43,0.8162801953087522,COMPLETE,474.068649,0.0002788740987957258,2,16,0.12080978196944779,0.000893818218966781,64,2,0.12481554158570365
44,0.7465310469927477,PRUNED,193.973895,0.00013062762641667482,4,2,0.09368884292328894,0.010349260796593205,32,2,0.17670364269056854
45,0.7539614440185942,COMPLETE,477.516575,8.202604708204053e-05,2,16,0.13769010728692654,0.0007877285284440419,64,4,0.1603978711693291
46,0.7414649568453076,PRUNED,208.923634,8.001238318472335e-05,2,4,0.19533850875917572,2.9615005375612363e-05,64,4,0.16148151110826622
47,0.7402093438556828,PRUNED,301.359001,4.329631927895782e-05,4,2,0.16830048200093572,2.3464817798584302e-05,8,4,0.0459516551899534
48,0.7518545964889789,PRUNED,1189.095718,4.233025914850663e-05,8,8,0.15706381248311252,1.3930946022574997e-05,8,4,0.024883624980148206
49,0.7436507689312263,PRUNED,1214.604677,7.038927691876427e-06,8,8,0.13171968913790646,5.575529071406561e-05,16,4,0.0948989722841247
